DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231013612,09/10/2023 12:00:00 AM,09/10/2023 12:00:00 AM,340,10,West Valley,1023,2,888,TRESPASSING,0913,33,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,18900    VANOWEN                      ST,,34.1939,-118.5447
230111375,04/27/2023 12:00:00 AM,04/27/2023 12:00:00 AM,745,1,Central,164,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2033 0416 0411,26,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,600 S  SPRING                       ST,,34.046,-118.251
221011800,07/19/2022 12:00:00 AM,07/18/2022 12:00:00 AM,2300,10,West Valley,1043,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",1822 0344,58,M,W,102.0,SIDEWALK,,,IC,Invest Cont,341.0,522.0,,,6000    RESEDA                       BL,,34.1769,-118.5384
230412062,09/03/2023 12:00:00 AM,09/03/2023 12:00:00 AM,2020,4,Hollenbeck,428,2,901,VIOLATION OF RESTRAINING ORDER,2038 2004,52,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,3100    BUDAU                        AV,,34.0808,-118.1738
221316270,08/19/2022 12:00:00 AM,08/19/2022 12:00:00 AM,1723,13,Newton,1361,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,31,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,300 W  49TH                         ST,,33.9983,-118.2783
232012412,07/05/2023 12:00:00 AM,06/25/2023 12:00:00 AM,1600,20,Olympic,2035,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,600 S  MARIPOSA                     AV,,34.0588,-118.2987
200213796,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1415,2,Rampart,235,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1309 1822 0329,21,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,N  ALVARADO,BEVERLY                      BL,34.0667,-118.2703
210913632,09/02/2021 12:00:00 AM,09/02/2021 12:00:00 AM,1030,9,Van Nuys,974,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,82,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,4700    VAN NUYS                     BL,,34.1547,-118.453
231509160,05/02/2023 12:00:00 AM,05/02/2023 12:00:00 AM,1504,15,N Hollywood,1525,1,210,ROBBERY,0945 0325 0334,0,X,X,404.0,DEPARTMENT STORE,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,,,,6100    LAUREL CANYON                BL,,34.1814,-118.3965
201417564,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1720,14,Pacific,1436,1,761,BRANDISH WEAPON,0344 2004 1822 0443,40,F,B,158.0,TRANSIENT ENCAMPMENT,312.0,PIPE/METAL PIPE,IC,Invest Cont,761.0,,,,VENICE                       BL,GLOBE,34.012,-118.4189
220712180,07/27/2022 12:00:00 AM,07/27/2022 12:00:00 AM,1150,7,Wilshire,736,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0324,0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,341.0,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
200814771,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,300,8,West LA,834,1,121,"RAPE, FORCIBLE",0913 0507 0527 0515 0512 0500,22,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,10700    WILSHIRE                     BL,,34.0605,-118.4374
221812419,06/10/2022 12:00:00 AM,06/09/2022 12:00:00 AM,2000,18,Southeast,1863,1,330,BURGLARY FROM VEHICLE,0344 1601 0352 0329 1822,34,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,600 E  116TH                        PL,,33.9283,-118.2652
211011690,08/26/2021 12:00:00 AM,08/24/2021 12:00:00 AM,900,10,West Valley,1063,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1202 1822 0344 1420 1414,74,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,18300    CLARK                        ST,,34.1698,-118.5308
211505285,02/03/2021 12:00:00 AM,01/02/2021 12:00:00 AM,1430,15,N Hollywood,1531,2,354,THEFT OF IDENTITY,0377,64,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,12700    BURBANK                      BL,,34.1721,-118.4098
201912570,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1630,19,Mission,1904,2,901,VIOLATION OF RESTRAINING ORDER,2038 0906,31,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,13800    WHEELER                      AV,,34.3226,-118.441
231911023,06/29/2023 12:00:00 AM,06/28/2023 12:00:00 AM,1043,19,Mission,1901,1,310,BURGLARY,0344 1601,67,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,16100    FILBERT                      ST,,34.3214,-118.4841
210604077,01/04/2021 12:00:00 AM,01/03/2021 12:00:00 AM,2330,6,Hollywood,636,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,42,X,X,710.0,OTHER PREMISE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,YUCCA                        ST,HIGHLAND                     AV,34.1032,-118.3387
211909611,06/09/2021 12:00:00 AM,04/26/2021 12:00:00 AM,835,19,Mission,1904,2,354,THEFT OF IDENTITY,0930,42,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,13900    BERMAX                       AV,,34.3255,-118.4314
220220066,11/12/2022 12:00:00 AM,11/12/2022 12:00:00 AM,420,2,Rampart,233,1,761,BRANDISH WEAPON,0913 0443 0334 1817,34,M,B,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,761.0,930.0,,,200 S  RAMPART                      BL,,34.0685,-118.2775
230317394,09/29/2023 12:00:00 AM,09/29/2023 12:00:00 AM,1030,3,Southwest,377,1,350,"THEFT, PERSON",0344,58,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,1100    EXPOSITION                   BL,,34.0145,-118.298
212011098,07/01/2021 12:00:00 AM,06/30/2021 12:00:00 AM,1000,20,Olympic,2044,1,310,BURGLARY,0344 0358 0321 1609 1822,44,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,900 S  HARVARD                      BL,,34.0549,-118.3042
220222112,12/23/2022 12:00:00 AM,12/23/2022 12:00:00 AM,1430,2,Rampart,221,1,210,ROBBERY,0342 1822 0344 1309 0400 0326,38,M,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,300 N  ALEXANDRIA                   AV,,34.0763,-118.2982
231711666,05/27/2023 12:00:00 AM,05/20/2023 12:00:00 AM,2300,17,Devonshire,1797,2,903,CONTEMPT OF COURT,0913 1251 0603 1906 2038,20,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903.0,,,,16400    PARTHENIA                    ST,,34.2284,-118.4895
230210749,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,1355,2,Rampart,256,2,624,BATTERY - SIMPLE ASSAULT,1822 0417,33,F,H,719.0,MEDICAL/DENTAL OFFICES,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1900 W  7TH                          ST,,34.0565,-118.2724
212116360,11/12/2021 12:00:00 AM,11/11/2021 12:00:00 AM,1700,21,Topanga,2115,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,21800    LANARK                       ST,,34.2176,-118.6045
202017580,11/24/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1155,20,Olympic,2029,2,354,THEFT OF IDENTITY,0100 1822,29,M,C,248.0,CELL PHONE STORE,,,IC,Invest Cont,354.0,,,,400    SHATTO                       PL,,34.0652,-118.2899
232014094,08/12/2023 12:00:00 AM,08/12/2023 12:00:00 AM,2015,20,Olympic,2027,1,761,BRANDISH WEAPON,1202 1266 0917 0432 0334 1822 1407,71,M,O,108.0,PARKING LOT,103.0,RIFLE,IC,Invest Cont,761.0,998.0,,,3400 W  6TH                          ST,,34.0636,-118.2954
232000529,01/12/2023 12:00:00 AM,01/12/2023 12:00:00 AM,1255,20,Olympic,2005,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0334 1100 1309 1402 1407 1822,0,X,X,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,753.0,998.0,,,OAKWOOD,KINGSLEY,34.0777,-118.3035
221411397,05/24/2022 12:00:00 AM,05/23/2022 12:00:00 AM,1700,14,Pacific,1424,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0344,20,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,522.0,,,,3100 S  BARRINGTON                   AV,,34.0167,-118.4382
231713014,07/20/2023 12:00:00 AM,07/20/2023 12:00:00 AM,1230,17,Devonshire,1718,1,310,BURGLARY,0344 1609 1202 0329 0321,64,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,11300    GAYNOR                       AV,,34.2755,-118.4808
202115377,10/27/2020 12:00:00 AM,10/25/2020 12:00:00 AM,800,21,Topanga,2141,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,43,M,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,745.0,,,,6500    FRANRIVERS                   AV,,34.188,-118.6542
210317355,10/15/2021 12:00:00 AM,10/15/2021 12:00:00 AM,2100,3,Southwest,325,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0903 0311 0319 1517 2055,20,X,X,102.0,SIDEWALK,,,IC,Invest Cont,740.0,,,,2800 S  VERMONT                      AV,,34.0291,-118.2915
221100510,01/08/2022 12:00:00 AM,01/07/2022 12:00:00 AM,1305,11,Northeast,1136,2,624,BATTERY - SIMPLE ASSAULT,0913 2000 1402 0416 0447 0334 1813 1241,53,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,624.0,998.0,,,4100    EAGLE ROCK                   BL,,34.1209,-118.227
220319398,10/31/2022 12:00:00 AM,10/31/2022 12:00:00 AM,1300,3,Southwest,355,1,480,BIKE - STOLEN,1822 0344 2004 1202 1402 0907,61,M,B,101.0,STREET,,,IC,Invest Cont,480.0,,,,WESTERN                      AV,EXPOSITION                   BL,34.0185,-118.3089
211305126,01/26/2021 12:00:00 AM,01/21/2021 12:00:00 AM,1800,13,Newton,1313,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,341.0,,,,1400    PALOMA                       ST,,34.0286,-118.2497
200507886,04/03/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1600,5,Harbor,528,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000    MCFARLAND                    AV,,33.7833,-118.2528
231014412,10/03/2023 12:00:00 AM,10/02/2023 12:00:00 AM,1900,10,West Valley,1049,2,354,THEFT OF IDENTITY,1822 0344 0930,72,F,W,108.0,PARKING LOT,,,IC,Invest Cont,354.0,,,,6300    BALBOA                       BL,,34.1841,-118.5011
200914054,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,640,9,Van Nuys,904,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15000    WYANDOTTE                    ST,,34.203,-118.4588
211210376,04/11/2021 12:00:00 AM,04/11/2021 12:00:00 AM,1000,12,77th Street,1251,2,624,BATTERY - SIMPLE ASSAULT,1701 1202 0448 0913 0360,80,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,3100 W  68TH                         ST,,33.9773,-118.3279
230100660,04/21/2023 12:00:00 AM,04/21/2023 12:00:00 AM,228,1,Central,156,2,890,FAILURE TO YIELD,1309,0,X,X,101.0,STREET,,,IC,Invest Cont,890.0,,,,5TH,WALL,34.0449,-118.2458
201416888,09/07/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1800,14,Pacific,1431,2,624,BATTERY - SIMPLE ASSAULT,1501 0913,58,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SPEEDWAY,HORIZON,33.9879,-118.474
230616019,10/03/2023 12:00:00 AM,09/29/2023 12:00:00 AM,900,6,Hollywood,663,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1267 0500 0522 0510,13,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,860.0,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
210908512,04/24/2021 12:00:00 AM,03/29/2021 12:00:00 AM,900,9,Van Nuys,974,2,354,THEFT OF IDENTITY,0922 1822,57,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14700    VENTURA                      BL,,34.1547,-118.453
220816387,11/01/2022 12:00:00 AM,11/01/2022 12:00:00 AM,1300,8,West LA,898,2,624,BATTERY - SIMPLE ASSAULT,0416 2004,64,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,CATTARAUGUS                  AV,REGENT                       ST,34.0364,-118.3872
211807583,03/11/2021 12:00:00 AM,03/11/2021 12:00:00 AM,2050,18,Southeast,1804,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 1206 0359 0400 0444,44,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,8700    AVALON                       BL,,33.9583,-118.2651
220510375,06/16/2022 12:00:00 AM,06/16/2022 12:00:00 AM,1200,5,Harbor,563,1,330,BURGLARY FROM VEHICLE,1300 0344,33,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,900 W  11TH                         ST,,33.7343,-118.2968
222113224,08/18/2022 12:00:00 AM,04/01/2022 12:00:00 AM,700,21,Topanga,2143,2,661,UNAUTHORIZED COMPUTER ACCESS,1911 1914 1822,24,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661.0,,,,22900    SYLVAN                       ST,,34.1845,-118.6254
230706407,02/23/2023 12:00:00 AM,02/23/2023 12:00:00 AM,530,7,Wilshire,765,1,310,BURGLARY,1402 1601 0325 1822,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,998.0,,,5000 W  PICO                         BL,,34.0478,-118.3459
200320254,11/12/2020 12:00:00 AM,11/11/2020 12:00:00 AM,2230,3,Southwest,326,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2600    DALTON                       AV,,34.0322,-118.3041
220318649,10/17/2022 12:00:00 AM,10/17/2022 12:00:00 AM,2000,3,Southwest,358,2,624,BATTERY - SIMPLE ASSAULT,1251 1822 0400 2021 0202,19,F,W,716.0,THEATRE/MOVIE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3500    TROUSDALE PK,,34.0215,-118.2868
230909103,05/07/2023 12:00:00 AM,05/06/2023 12:00:00 AM,2335,9,Van Nuys,926,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1501,45,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,6700    SYLMAR                       AV,,34.1923,-118.4465
211405612,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,30,14,Pacific,1465,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11800    JEFFERSON                    BL,,33.9861,-118.4017
200707721,03/25/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1036,7,Wilshire,733,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,43,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,5800    WILSHIRE                     BL,,34.0637,-118.3562
221310874,05/08/2022 12:00:00 AM,05/08/2022 12:00:00 AM,1700,13,Newton,1394,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 0913 1814 2000 1309,25,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,200 E  70TH                         ST,,33.9762,-118.2717
201309580,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,2200,13,Newton,1394,2,623,BATTERY POLICE (SIMPLE),1212 0400 0417,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,,,,FLORENCE,SAN PEDRO,33.9747,-118.2695
211805858,02/05/2021 12:00:00 AM,01/26/2021 12:00:00 AM,500,18,Southeast,1823,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1821 1813 1241 0305 0444 0429,53,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,9700 S  SAN PEDRO                    ST,,33.9474,-118.2695
210918093,12/27/2021 12:00:00 AM,12/22/2021 12:00:00 AM,1916,9,Van Nuys,981,2,354,THEFT OF IDENTITY,0930 1822,56,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14900    SUTTON                       ST,,34.1485,-118.458
201419876,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,400,14,Pacific,1431,1,320,"BURGLARY, ATTEMPTED",1501 1605,39,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,00    WESTMINSTER                  AV,,33.989,-118.4743
210405286,02/04/2021 12:00:00 AM,02/04/2021 12:00:00 AM,1530,4,Hollenbeck,409,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0448 0408,44,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,5700    HUNTINGTON                   DR,,34.097,-118.156
230605434,02/03/2023 12:00:00 AM,02/03/2023 12:00:00 AM,1300,6,Hollywood,639,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,0,X,X,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,5400    HOLLYWOOD                    BL,,34.1036,-118.3049
220404678,01/22/2022 12:00:00 AM,01/22/2022 12:00:00 AM,1330,4,Hollenbeck,422,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,29,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740.0,,,,3100    BALDWIN                      ST,,34.0702,-118.209
200619292,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,630,6,Hollywood,657,1,761,BRANDISH WEAPON,0334 1822 1501 0906,28,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,761.0,940.0,,,SANTA MONICA,WESTERN,34.0908,-118.3092
210808171,04/14/2021 12:00:00 AM,02/06/2021 12:00:00 AM,1500,8,West LA,881,1,480,BIKE - STOLEN,0344 1822 1606,44,F,A,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,2000    FEDERAL                      AV,,34.0341,-118.4525
211817949,10/03/2021 12:00:00 AM,10/03/2021 12:00:00 AM,1115,18,Southeast,1821,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443 0605,35,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,9500 S  FIGUEROA                     ST,,33.9467,-118.2871
211614487,12/19/2021 12:00:00 AM,12/19/2021 12:00:00 AM,2130,16,Foothill,1676,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0416,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8600    SUNLAND                      BL,,34.2263,-118.366
221813392,06/28/2022 12:00:00 AM,06/27/2022 12:00:00 AM,1840,18,Southeast,1844,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,300 E  109TH                        ST,,33.9374,-118.2695
200906879,03/03/2020 12:00:00 AM,02/27/2020 12:00:00 AM,500,9,Van Nuys,952,1,310,BURGLARY,0344 1606 1420 2004,55,M,O,729.0,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,310.0,,,,15300    MAGNOLIA                     BL,,34.1684,-118.4586
220217601,09/28/2022 12:00:00 AM,09/28/2022 12:00:00 AM,1510,2,Rampart,237,1,310,BURGLARY,0344 1609 1822 1202 0342,67,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,1500    COUNCIL                      ST,,34.0656,-118.2616
220604980,01/23/2022 12:00:00 AM,01/23/2022 12:00:00 AM,1930,6,Hollywood,663,1,510,VEHICLE - STOLEN,1822 0344 1601 1606 0330,32,M,H,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,6700    SANTA MONICA                 BL,,34.0907,-118.3363
230709484,05/11/2023 12:00:00 AM,05/05/2023 12:00:00 AM,1400,7,Wilshire,765,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1500 S  SYCAMORE                     AV,,34.0465,-118.3487
200110160,04/07/2020 12:00:00 AM,04/06/2020 12:00:00 AM,2330,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,2058 1510 0903 2050 0416 0910,23,F,H,834.0,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
200407272,03/25/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1600,4,Hollenbeck,479,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3600    PERCY                        ST,,34.0267,-118.1954
201713248,09/14/2020 12:00:00 AM,08/31/2020 12:00:00 AM,1200,17,Devonshire,1787,2,664,"BUNCO, PETTY THEFT",1900 0701,34,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664.0,,,,9700    ZELZAH                       AV,,34.2468,-118.5233
230317110,09/12/2023 12:00:00 AM,12/15/2022 12:00:00 AM,1730,3,Southwest,373,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,42,F,B,124.0,BUS STOP,,,IC,Invest Cont,440.0,,,,CRENSHAW                     BL,EXPOSITION                   BL,34.0224,-118.3351
230813024,08/08/2023 12:00:00 AM,08/07/2023 12:00:00 AM,2200,8,West LA,852,1,310,BURGLARY,1609 1822,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
231400590,02/08/2023 12:00:00 AM,02/08/2023 12:00:00 AM,2130,14,Pacific,1444,1,761,BRANDISH WEAPON,0334 2004 1822,37,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,IC,Invest Cont,761.0,,,,1400    PRINCETON                    DR,,33.9862,-118.4462
212006619,03/14/2021 12:00:00 AM,02/26/2021 12:00:00 AM,1200,20,Olympic,2011,2,354,THEFT OF IDENTITY,1202 1822 0100 0929,70,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,100 S  WINDSOR                      BL,,34.0714,-118.3203
230707909,03/31/2023 12:00:00 AM,03/31/2023 12:00:00 AM,1520,7,Wilshire,702,1,330,BURGLARY FROM VEHICLE,1300 1307 1822 0344,43,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,FAIRFAX,ROSEWOOD,34.0802,-118.3615
230708478,04/15/2023 12:00:00 AM,04/13/2023 12:00:00 AM,800,7,Wilshire,774,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,1800 S  ORANGE                       DR,,34.043,-118.3488
212012058,07/24/2021 12:00:00 AM,07/24/2021 12:00:00 AM,130,20,Olympic,2022,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,300 S  GRAMERCY                     PL,,34.0671,-118.3128
201700812,09/02/2020 12:00:00 AM,08/31/2020 12:00:00 AM,1,17,Devonshire,1747,1,820,ORAL COPULATION,0507 1300 1276 1206 0913 1817,35,F,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,820.0,,,,BALBOA                       BL,DEVONSHIRE                   ST,34.2575,-118.5023
211205339,01/20/2021 12:00:00 AM,01/20/2021 12:00:00 AM,1220,12,77th Street,1245,2,624,BATTERY - SIMPLE ASSAULT,0913 0429 0416,0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6500 S  NORMANDIE                    AV,,33.9803,-118.3003
200108116,02/29/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1820,1,Central,192,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 1609 0344,32,M,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,PICO                         BL,GRAND                        AV,34.0389,-118.2643
230122240,10/19/2023 12:00:00 AM,10/15/2023 12:00:00 AM,1142,1,Central,138,2,354,THEFT OF IDENTITY,1908 1822 1501,21,M,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,200 S  LOS ANGELES                  ST,,34.0503,-118.2434
